group	comparison	outcome	n_checkpoints	mean_difference	ci_low	ci_high	uncertainty
model_task/Llama-3.1-8B-Instruct/tulu	base minus original_lora	forgetting_gap	3	-0.9729309439333712	-1.907926013503425	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus hns_f4_s1	target	18	-5.610448369215419	-8.322630295916134	-3.341313181677945	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus hns_f4_s1	off_score	18	-2.7983956628245448	-3.8909351097393823	-1.7944940125599618	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus hns_f4_s1	forgetting_gap	18	-0.3440958896830035	-0.6462168272678973	-0.0923358663654417	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus hns_f4_s1	target	9	-3.8579183794581855	-5.998532414095164	-2.0110563126252012	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus hns_f4_s1	off_score	9	-3.6207964043005965	-5.103701269951518	-2.2634826790351017	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus hns_f4_s1	forgetting_gap	9	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus hns_f4_s1	target	9	-7.3629783589726525	-12.19659193068495	-3.5318260729985442	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus hns_f4_s1	off_score	9	-1.9759949213484935	-3.3672897377667543	-0.7036306155633619	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus hns_f4_s1	forgetting_gap	9	-0.688191779366007	-1.1429691819928363	-0.2738413089614569	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus hns_f4_s1	target	6	-5.182926829268293	-7.317073170731704	-2.845528455284557	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus hns_f4_s1	off_score	6	-1.197387582435513	-1.802026769767609	-0.47961542130087526	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus hns_f4_s1	forgetting_gap	6	-0.6445266586049793	-1.1785172110798194	-0.15161230247435734	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus hns_f4_s1	target	6	-9.337882234015673	-14.847106393732629	-3.9802880970432213	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus hns_f4_s1	off_score	6	-1.532765188292706	-2.463675473940628	-0.7234297264992892	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus hns_f4_s1	forgetting_gap	6	-0.3330318946839598	-0.8861361441052779	-0.01026904908605491	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus hns_f4_s1	target	6	-2.3105360443622907	-2.8958718422674075	-1.694393099199009	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus hns_f4_s1	off_score	6	-5.665034217745416	-6.54061662332007	-4.75492772457637	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus hns_f4_s1	forgetting_gap	6	-0.05472911576007138	-0.16418734728021414	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus hns_f4_s1	target	3	-8.130081300813004	-8.536585365853654	-7.926829268292678	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus hns_f4_s1	off_score	3	-1.8913865175300515	-1.9639816804493506	-1.82216563520889	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus hns_f4_s1	target	3	-1.7184735911043798	-2.426080363912064	-1.0614101592115333	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus hns_f4_s1	off_score	3	-2.335306834942822	-3.7090199851010937	-1.3178977014229503	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus hns_f4_s1	target	3	-1.7252002464571727	-2.7726432532347474	-1.1090573012938876	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus hns_f4_s1	off_score	3	-6.635695860428915	-7.067621830761212	-6.180837592922913	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus hns_f4_s1	target	3	-2.235772357723583	-3.0487804878048834	-1.2195121951219576	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus hns_f4_s1	off_score	3	-0.5033886473409742	-1.2857540775893739	0.505327087527462	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus hns_f4_s1	forgetting_gap	3	-1.2890533172099585	-1.6019716574245209	-0.9096738148461441	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus hns_f4_s1	target	3	-16.957290876926965	-18.271417740712664	-15.996967399545113	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus hns_f4_s1	off_score	3	-0.7302235416425896	-1.358660592282753	-0.31320873600913757	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus hns_f4_s1	forgetting_gap	3	-0.6660637893679195	-1.6901198955221186	-0.06161429451632946	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus hns_f4_s1	target	3	-2.895871842267409	-3.142329020332717	-2.7726432532347545	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus hns_f4_s1	off_score	3	-4.694372575061917	-5.610362170269845	-4.132805514674779	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus hns_f4_s1	forgetting_gap	3	-0.10945823152014277	-0.3283746945604283	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus spectral_surgery_grad_direction	target	18	-2.290725603804005	-4.9010081323106105	-0.27342146306683934	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus spectral_surgery_grad_direction	off_score	18	1.7111182052835678	-0.5250027085466438	3.6966220291513414	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus spectral_surgery_grad_direction	forgetting_gap	18	-3.722545804990652	-4.939867127118482	-2.51314011298826	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus spectral_surgery_grad_direction	target	9	0.9883625064600968	-0.08937356373783191	1.8058116978716483	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus spectral_surgery_grad_direction	off_score	9	-0.1402307527611539	-3.7254451695191886	3.2159019454378295	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus spectral_surgery_grad_direction	forgetting_gap	9	-2.3333829633557763	-3.9663679602084287	-0.7843364709207025	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus spectral_surgery_grad_direction	target	9	-5.569813714068108	-9.18909271068568	-2.2563542872027686	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus spectral_surgery_grad_direction	off_score	9	3.56246716332829	1.4395338494802155	5.141221834918705	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus spectral_surgery_grad_direction	forgetting_gap	9	-5.1117086466255275	-6.216638183750421	-3.7526252142552416	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus spectral_surgery_grad_direction	target	6	-1.6260162601626018	-2.8455284552845512	-0.30487804878049	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus spectral_surgery_grad_direction	off_score	6	5.006296576289432	4.1950323248138774	5.875233309339031	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus spectral_surgery_grad_direction	forgetting_gap	6	-5.057517964600573	-5.821459060072104	-4.275014071042015	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus spectral_surgery_grad_direction	target	6	-5.585039171089214	-10.854182461460708	-0.6444275966641442	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus spectral_surgery_grad_direction	off_score	6	3.068986790000173	1.186812194547753	4.892364045213031	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus spectral_surgery_grad_direction	forgetting_gap	6	-3.626382469899868	-5.40877667361291	-1.756112139890114	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus spectral_surgery_grad_direction	target	6	0.33887861983980017	-1.1398644485520688	1.7252002464571774	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus spectral_surgery_grad_direction	off_score	6	-2.941928750438901	-6.501022306953292	0.6684333432927415	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus spectral_surgery_grad_direction	forgetting_gap	6	-2.4837369804715146	-5.250984895558702	-0.11372251705837755	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus spectral_surgery_grad_direction	target	3	-0.6097560975609705	-2.439024390243887	1.2195121951219505	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus spectral_surgery_grad_direction	off_score	3	3.9780401330514175	3.6562254685372153	4.326955498160643	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus spectral_surgery_grad_direction	forgetting_gap	3	-4.080482909673696	-4.353687538450541	-3.9368217581141423	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus spectral_surgery_grad_direction	target	3	1.5415718979024433	1.3646702047005164	1.8195602729340408	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus spectral_surgery_grad_direction	off_score	3	2.617882750675548	-0.13409764182306105	7.201941532493549	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus spectral_surgery_grad_direction	forgetting_gap	3	-2.919665980393633	-7.3482560149076575	-0.3080714725816402	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus spectral_surgery_grad_direction	target	3	2.0332717190388174	1.6635859519408598	2.587800369685766	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus spectral_surgery_grad_direction	off_score	3	-7.016615142010427	-7.272813265170285	-6.869297244441711	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus spectral_surgery_grad_direction	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus spectral_surgery_grad_direction	target	3	-2.6422764227642332	-3.6585365853658587	-1.829268292682933	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus spectral_surgery_grad_direction	off_score	3	6.034553019527446	5.632251295182613	6.547785150745142	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus spectral_surgery_grad_direction	forgetting_gap	3	-6.03455301952745	-6.5477851507451446	-5.632251295182617	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus spectral_surgery_grad_direction	target	3	-12.711650240080871	-14.177407126611072	-11.827141774071265	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus spectral_surgery_grad_direction	off_score	3	3.5200908293247983	2.677815172353796	4.059546559045749	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus spectral_surgery_grad_direction	forgetting_gap	3	-4.333098959406104	-4.669302656606734	-3.6940753349554236	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus spectral_surgery_grad_direction	target	3	-1.3555144793592173	-2.2181146025878107	-0.9242144177449205	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus spectral_surgery_grad_direction	off_score	3	1.1327576411326252	-3.7757402340988975	3.76003102638893	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus spectral_surgery_grad_direction	forgetting_gap	3	-4.967473960943029	-7.960576194086428	-0.6823351023502653	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	original_lora minus hns_f4_s1	target	18	-4.08546025735966	-5.615736030366654	-2.717325959974173	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	original_lora minus hns_f4_s1	off_score	18	-3.2403035467098706	-4.69363747984824	-1.9079325821246893	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	original_lora minus hns_f4_s1	forgetting_gap	18	2.3640701215884095	1.37999138590603	3.451760798422013	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	original_lora minus hns_f4_s1	target	9	-6.071252791821167	-8.36802235926263	-4.0999970791154885	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	original_lora minus hns_f4_s1	off_score	9	-3.2155591912079666	-5.768608712688879	-1.0155307880342916	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	original_lora minus hns_f4_s1	forgetting_gap	9	2.2045652076565645	0.6785617393552879	4.304358321102124	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	original_lora minus hns_f4_s1	target	9	-2.099667722898155	-3.1010702544653284	-1.007383860062693	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	original_lora minus hns_f4_s1	off_score	9	-3.2650479022117747	-4.389029681914193	-2.045702830373282	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	original_lora minus hns_f4_s1	forgetting_gap	9	2.5235750355202544	1.6300434106048864	3.3421568091263216	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	original_lora minus hns_f4_s1	target	6	-5.284552845528453	-9.049796747967477	-1.5243902439024382	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	original_lora minus hns_f4_s1	off_score	6	-3.913504291587543	-4.520818500562584	-3.325535526055147	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	original_lora minus hns_f4_s1	forgetting_gap	6	2.48663965210265	1.7376577583678428	3.233510607252458	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	original_lora minus hns_f4_s1	target	6	-3.6138488754106675	-4.081374778872882	-3.2095021480919903	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	original_lora minus hns_f4_s1	off_score	6	-5.6186251327676615	-7.815749810511119	-3.684668248695857	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	original_lora minus hns_f4_s1	forgetting_gap	6	4.173834356455964	2.6383028124883166	6.444570945010173	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	original_lora minus hns_f4_s1	target	6	-3.357979051139862	-4.622612446087492	-2.3105360443622907	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	original_lora minus hns_f4_s1	off_score	6	-0.18878121577440746	-1.2907244270537557	0.6476552389406104	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	original_lora minus hns_f4_s1	forgetting_gap	6	0.43173635620661416	0.0	0.9582534625209465	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	original_lora minus hns_f4_s1	target	3	-10.365853658536581	-11.585365853658537	-9.756097560975604	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	original_lora minus hns_f4_s1	off_score	3	-3.22381358457722	-3.5353319509949728	-2.704147822366906	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	original_lora minus hns_f4_s1	forgetting_gap	3	1.6655167511624869	1.1105054007101292	1.985624576956435	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	original_lora minus hns_f4_s1	target	3	-3.4116755117513264	-4.018195602729335	-2.8051554207733176	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	original_lora minus hns_f4_s1	off_score	3	-7.118979868487846	-10.74478477721189	-3.6273311806650383	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
