checkpoint	base	task	seed	comparison	target	off_score	forgetting_gap
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	base minus para_e90	-1.1090573012939018	-3.815017961631362	0.0
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	base minus para_e90	-0.7393715341959322	-5.2666543784936195	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	base minus para_e90	-0.36968576709796963	-5.616596221683885	0.0
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	base minus para_e90	2.439024390243901	1.3354921468423981	-1.701376675415986
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	base minus para_e90	6.09756097560976	1.5071276027466496	-1.8561364614149245
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	base minus para_e90	0.6097560975609753	1.2207046896499918	-1.5401237984862253
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	base minus para_e90	0.833965125094764	0.045114006874754864	-0.6097560975609753
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	base minus para_e90	1.5163002274450292	3.808245756483416	-4.071427498008805
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	base minus para_e90	1.8195602729340408	8.936697431900527	-9.134319162045598
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	base minus para_e90	-1.1090573012938876	-7.829859805204009	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	base minus para_e90	-0.3696857670979625	-7.155260774434126	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	base minus para_e90	2.0332717190388223	-6.54505411851936	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	base minus para_e95	-2.439024390243908	3.8088978161068567	-3.808897816106864
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	base minus para_e95	-2.439024390243908	3.6078459914241066	-4.315452764231803
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	base minus para_e95	-2.439024390243908	3.445205813499115	-4.4362292051756
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	base minus para_e95	-14.177407126611072	3.4343430453499693	-4.247351175431272
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	base minus para_e95	-13.040181956027297	3.2678405955303944	-3.8775966930913697
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	base minus para_e95	-13.267626990144038	2.437033240768585	-3.656545435890545
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	base minus para_e95	-2.7726432532347545	-0.37438000553970596	-3.2841565798261527
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	base minus para_e95	-0.36968576709796963	-4.597788395870403	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	base minus para_e95	-0.554528650646958	-5.8404811786540805	0.0
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	base minus para_e95	0.0	1.2112235627543981	-1.5560061791803435
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	base minus para_e95	4.268292682926834	2.5358766311393452	-2.8925085145910003
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	base minus para_e95	0.6097560975609753	1.4836844732426329	-1.7834512132970985
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	base minus para_e95	1.2130401819560177	0.7905245327069679	-0.8994184211712763
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	base minus para_e95	2.501895375284292	3.848354115395722	-4.139428640127439
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	base minus para_e95	2.350265352539793	9.483210855388357	-9.620846670573918
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	base minus para_e95	0.554528650646958	-7.378872879098495	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	base minus para_e95	0.18484288354898126	-6.738731420462528	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	base minus para_e95	1.8484288354898268	-7.990635922121882	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	base minus para_e99	-1.2195121951219576	4.739534365275972	-4.739534365275982
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	base minus para_e99	-2.439024390243908	4.227945883527411	-4.682835951760933
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	base minus para_e99	-1.829268292682933	2.975460688040819	-4.44121757457103
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	base minus para_e99	-14.556482183472326	3.92711436441175	-4.536870461972735
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	base minus para_e99	-12.50947687642153	3.6922186860420894	-4.098722751082749
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	base minus para_e99	-12.736921910538285	2.4239603138726196	-3.6434725089945794
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	base minus para_e99	-0.9242144177449205	-4.043320691878968	-0.043755622401983864
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	base minus para_e99	-2.4029574861367777	-5.213667502622364	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	base minus para_e99	-1.6635859519408527	-4.706204336500242	-0.3032600454890068
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	base minus para_e99	0.6097560975609753	1.8520830644216772	-2.2226924652584614
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	base minus para_e99	2.439024390243901	1.8889863711211916	-2.2289519917673175
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	base minus para_e99	0.6097560975609753	1.3820113251089907	-1.6854942947218632
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	base minus para_e99	1.667930250189528	1.0934867496414995	-1.2691041882692389
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	base minus para_e99	1.895375284306283	2.5569478145728795	-2.808710157341873
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	base minus para_e99	1.5163002274450292	9.303058840517544	-9.442390634627237
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	base minus para_e99	2.0332717190388223	-7.836850660735067	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	base minus para_e99	2.587800369685766	-7.111717168846084	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	base minus para_e99	1.4787430683918785	-7.271085522817643	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	original_lora minus hns_f4_s1	-1.2195121951219505	-4.473055659825945	4.068708932507266
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	original_lora minus hns_f4_s1	0.6097560975609753	-5.085206036451346	3.2083854952993365
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	original_lora minus hns_f4_s1	0.0	-4.251323299516308	2.6461932313218357
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	original_lora minus hns_f4_s1	-3.5633055344958393	-5.4542171890363775	3.0151927987924854
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	original_lora minus hns_f4_s1	-3.335860500379084	-4.047989703179397	3.8948278541456056
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	original_lora minus hns_f4_s1	-4.548900682335102	-2.852604298926657	3.288448870376077
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	original_lora minus hns_f4_s1	-1.6635859519408527	-2.5893394683786966	1.5795513189429968
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	original_lora minus hns_f4_s1	-2.402957486136785	-0.119711557720251	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	original_lora minus hns_f4_s1	-2.7726432532347545	-0.511983906870995	1.0108668182966885
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	original_lora minus hns_f4_s1	-9.756097560975604	-3.5353319509949728	1.9004202758208966
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	original_lora minus hns_f4_s1	-11.585365853658537	-3.43196098036978	1.985624576956435
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	original_lora minus hns_f4_s1	-9.756097560975604	-2.704147822366906	1.1105054007101292
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	original_lora minus hns_f4_s1	-4.018195602729335	-3.6273311806650383	1.798836842342548
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	original_lora minus hns_f4_s1	-2.8051554207733176	-6.984823647586609	3.5232856949641636
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	original_lora minus hns_f4_s1	-3.4116755117513264	-10.74478477721189	9.522414078114908
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	original_lora minus hns_f4_s1	-2.9574861367837144	0.6553673074048021	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	original_lora minus hns_f4_s1	-6.284658040665434	0.17105228528308203	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	original_lora minus hns_f4_s1	-4.06654343807763	1.2619280456356137	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	original_lora minus para_e90	-3.048780487804869	-0.8264419324615915	0.8264419324615844
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	original_lora minus para_e90	0.0	-0.8005000979800769	0.3708817002039879
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	original_lora minus para_e90	-3.6585365853658445	-0.106672494378941	-0.06483572739658694
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	original_lora minus para_e90	0.6823351023502653	-1.3815925606957435	0.7718364631347705
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	original_lora minus para_e90	-0.4548900682335244	-0.42013584808248083	0.21688381556216063
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	original_lora minus para_e90	-1.1372251705837755	0.0957706234328839	0.10748140908743853
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	original_lora minus para_e90	0.0	-2.064407389768931	1.907926013503425
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	original_lora minus para_e90	0.0	0.22399623405597424	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	original_lora minus para_e90	-0.36968576709796963	-1.9957746138801014	1.0108668182966885
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	original_lora minus para_e90	1.2195121951219505	-0.235858123703224	0.19904360040491054
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	original_lora minus para_e90	2.439024390243901	-0.10266774241424059	0.1294881155415104
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	original_lora minus para_e90	-1.2195121951219505	0.4045691042149997	-0.4296183977760961
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	original_lora minus para_e90	-0.7581501137225075	-1.6032143554858607	1.1890807447815728
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	original_lora minus para_e90	-0.2274450341167551	0.5324420939979007	-0.5481418030446412
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	original_lora minus para_e90	0.07581501137225644	-0.4901896438884137	0.3880949160693099
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	original_lora minus para_e90	-2.9574861367837144	-0.1068706670379953	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	original_lora minus para_e90	-3.881700554528649	-0.3255803315484229	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	original_lora minus para_e90	-0.739371534195925	0.8977115200391665	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	original_lora minus para_e95	-1.2195121951219505	-1.1694849312465507	1.1694849312465463
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	original_lora minus para_e95	1.2195121951219505	-0.747621093066229	0.49490438849205454
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	original_lora minus para_e95	-1.2195121951219505	0.47963659157218075	-0.4345214944945539
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	original_lora minus para_e95	0.5307050796057524	-0.6612135514036552	0.4579615188833319
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	original_lora minus para_e95	-0.37907505686126797	-0.4669403716398648	0.2636883391195468
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	original_lora minus para_e95	-1.2130401819560177	0.10323023847780632	-0.3064822709981385
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	original_lora minus para_e95	-1.6635859519408527	1.3762305663227252	-1.3762305663227277
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	original_lora minus para_e95	0.3696857670979625	0.8928622166791911	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	original_lora minus para_e95	-0.554528650646958	-2.219659570850297	1.0108668182966885
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	original_lora minus para_e95	-1.2195121951219505	-0.360126707791224	0.3444140966405531
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	original_lora minus para_e95	0.6097560975609753	0.9260812859784551	-0.9068839376345654
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	original_lora minus para_e95	-1.2195121951219505	0.6675488878076408	-0.6729458125869694
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	original_lora minus para_e95	-0.37907505686125376	-0.8578038296536477	0.8994184211712717
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	original_lora minus para_e95	0.7581501137225075	0.5725504529102068	-0.6161429451632752
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	original_lora minus para_e95	0.6065200909780089	0.05632377959941692	-0.09843259245901059
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	original_lora minus para_e95	-1.2939001848428688	0.3441162590675191	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	original_lora minus para_e95	-3.3271719038817054	0.0909490224231746	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	original_lora minus para_e95	-0.9242144177449205	-0.5478702835633555	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	original_lora minus para_e99	0.0	-0.23884838207743542	0.2388483820774283
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	original_lora minus para_e99	1.2195121951219505	-0.1275212009629243	0.1275212009629243
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	original_lora minus para_e99	-0.6097560975609753	0.009891466113884917	-0.4395098638899837
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	original_lora minus para_e99	0.15163002274449866	-0.1684422323418744	0.16844223234186906
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	original_lora minus para_e99	0.15163002274449866	-0.04256228112816984	0.04256228112816718
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	original_lora minus para_e99	-0.6823351023502653	0.09015731158184082	-0.293409344102173
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	original_lora minus para_e99	0.18484288354898126	-2.2927101200165367	1.8641703911014411
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	original_lora minus para_e99	-1.6635859519408456	0.2769831099272295	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	original_lora minus para_e99	-1.6635859519408527	-1.0853827286964588	0.7076067728076816
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	original_lora minus para_e99	-0.6097560975609753	0.2807327938760551	-0.32227218943756486
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	original_lora minus para_e99	-1.2195121951219576	0.27919102596030143	-0.2433274148108826
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	original_lora minus para_e99	-1.2195121951219505	0.5658757396739986	-0.574988894011734
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	original_lora minus para_e99	0.07581501137225644	-0.554841612719116	0.5297326540733092
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	original_lora minus para_e99	0.15163002274449866	-0.7188558479126357	0.7145755376222906
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	original_lora minus para_e99	-0.2274450341167551	-0.12382823527139664	0.08002344348767032
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	original_lora minus para_e99	0.18484288354899547	-0.11386152256905291	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	original_lora minus para_e99	-0.9242144177449205	-0.2820367259603813	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	original_lora minus para_e99	-1.2939001848428688	0.17168011574088382	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1 minus para_e90	-1.8292682926829187	3.646613727364354	-3.2422670000456817
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1 minus para_e90	-0.6097560975609753	4.284705938471269	-2.8375037950953486
Llama-3.1-8B-Instruct/magicoder/seed44	Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1 minus para_e90	-3.6585365853658445	4.144650805137367	-2.7110289587184226
Llama-3.1-8B-Instruct/metamath/seed42	Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1 minus para_e90	4.245640636846105	4.072624628340634	-2.2433563356577153
Llama-3.1-8B-Instruct/metamath/seed43	Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1 minus para_e90	2.88097043214556	3.627853855096916	-3.677944038583445
Llama-3.1-8B-Instruct/metamath/seed44	Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1 minus para_e90	3.4116755117513264	2.948374922359541	-3.1809674612886383
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1 minus para_e90	1.6635859519408527	0.5249320786097655	0.3283746945604283
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1 minus para_e90	2.402957486136785	0.34370779177622524	0.0
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1 minus para_e90	2.402957486136785	-1.4837907070091063	0.0
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1 minus para_e90	10.975609756097555	3.2994738272917488	-1.701376675415986
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1 minus para_e90	14.024390243902438	3.3292932379555396	-1.8561364614149245
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1 minus para_e90	8.536585365853654	3.1087169265819057	-1.5401237984862253
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1 minus para_e90	3.260045489006828	2.0241168251791777	-0.6097560975609753
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1 minus para_e90	2.5777103866565625	7.517265741584509	-4.071427498008805
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1 minus para_e90	3.487490523123583	10.254595133323477	-9.134319162045598
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1 minus para_e90	0.0	-0.7622379744427974	0.0
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1 minus para_e90	2.402957486136785	-0.49663261683150495	0.0
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1 minus para_e90	3.3271719038817054	-0.3642165255964471	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1 minus para_e95	0.0	3.3035707285793947	-2.8992240012607198
Llama-3.1-8B-Instruct/magicoder/seed43	Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1 minus para_e95	0.6097560975609753	4.337584943385117	-2.713481106807282
