group	comparison	outcome	n_checkpoints	mean_difference	ci_low	ci_high	uncertainty
model_task/Llama-3.1-8B-Instruct/tulu	base minus original_lora	forgetting_gap	3	-0.9729309439333712	-1.907926013503425	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus hns_f4_s1	target	18	-5.610448369215419	-8.322630295916134	-3.341313181677945	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus hns_f4_s1	off_score	18	-2.7983956628245448	-3.8909351097393823	-1.7944940125599618	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus hns_f4_s1	forgetting_gap	18	-0.3440958896830035	-0.6462168272678973	-0.0923358663654417	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus hns_f4_s1	target	9	-3.8579183794581855	-5.998532414095164	-2.0110563126252012	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus hns_f4_s1	off_score	9	-3.6207964043005965	-5.103701269951518	-2.2634826790351017	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus hns_f4_s1	forgetting_gap	9	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus hns_f4_s1	target	9	-7.3629783589726525	-12.19659193068495	-3.5318260729985442	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus hns_f4_s1	off_score	9	-1.9759949213484935	-3.3672897377667543	-0.7036306155633619	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus hns_f4_s1	forgetting_gap	9	-0.688191779366007	-1.1429691819928363	-0.2738413089614569	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus hns_f4_s1	target	6	-5.182926829268293	-7.317073170731704	-2.845528455284557	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus hns_f4_s1	off_score	6	-1.197387582435513	-1.802026769767609	-0.47961542130087526	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus hns_f4_s1	forgetting_gap	6	-0.6445266586049793	-1.1785172110798194	-0.15161230247435734	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus hns_f4_s1	target	6	-9.337882234015673	-14.847106393732629	-3.9802880970432213	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus hns_f4_s1	off_score	6	-1.532765188292706	-2.463675473940628	-0.7234297264992892	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus hns_f4_s1	forgetting_gap	6	-0.3330318946839598	-0.8861361441052779	-0.01026904908605491	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus hns_f4_s1	target	6	-2.3105360443622907	-2.8958718422674075	-1.694393099199009	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus hns_f4_s1	off_score	6	-5.665034217745416	-6.54061662332007	-4.75492772457637	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus hns_f4_s1	forgetting_gap	6	-0.05472911576007138	-0.16418734728021414	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus hns_f4_s1	target	3	-8.130081300813004	-8.536585365853654	-7.926829268292678	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus hns_f4_s1	off_score	3	-1.8913865175300515	-1.9639816804493506	-1.82216563520889	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus hns_f4_s1	target	3	-1.7184735911043798	-2.426080363912064	-1.0614101592115333	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus hns_f4_s1	off_score	3	-2.335306834942822	-3.7090199851010937	-1.3178977014229503	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus hns_f4_s1	target	3	-1.7252002464571727	-2.7726432532347474	-1.1090573012938876	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus hns_f4_s1	off_score	3	-6.635695860428915	-7.067621830761212	-6.180837592922913	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus hns_f4_s1	target	3	-2.235772357723583	-3.0487804878048834	-1.2195121951219576	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus hns_f4_s1	off_score	3	-0.5033886473409742	-1.2857540775893739	0.505327087527462	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus hns_f4_s1	forgetting_gap	3	-1.2890533172099585	-1.6019716574245209	-0.9096738148461441	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus hns_f4_s1	target	3	-16.957290876926965	-18.271417740712664	-15.996967399545113	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus hns_f4_s1	off_score	3	-0.7302235416425896	-1.358660592282753	-0.31320873600913757	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus hns_f4_s1	forgetting_gap	3	-0.6660637893679195	-1.6901198955221186	-0.06161429451632946	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus hns_f4_s1	target	3	-2.895871842267409	-3.142329020332717	-2.7726432532347545	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus hns_f4_s1	off_score	3	-4.694372575061917	-5.610362170269845	-4.132805514674779	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus hns_f4_s1	forgetting_gap	3	-0.10945823152014277	-0.3283746945604283	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus para_e90	target	18	-2.3047712756594865	-5.100268792155696	0.09101533648177361	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus para_e90	off_score	18	-0.01950412864717974	-2.2395520922437937	2.2210379882410076	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus para_e90	forgetting_gap	18	-2.370642144558633	-3.533994164539801	-1.346994030094248	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus para_e90	target	9	1.541188415503938	0.3390350890135494	2.8356979874885497	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus para_e90	off_score	9	-0.5196436737399731	-4.109691684142681	2.9939364976247114	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus para_e90	forgetting_gap	9	-2.10145996588139	-4.149225654883718	-0.6555438381855154	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus para_e90	target	9	-6.150730966822911	-9.919435337425831	-2.7893725636833477	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus para_e90	off_score	9	0.4806354164456137	-2.244977414051884	2.993269477700043	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus para_e90	forgetting_gap	9	-2.6398243232358762	-3.7959730977294055	-1.339613691379468	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus para_e90	target	6	-0.6097560975609753	-3.6585365853658516	2.743902439024391	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus para_e90	off_score	6	2.438188161364851	1.6081053765359796	3.3840457893594675	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus para_e90	forgetting_gap	6	-2.9592661068010773	-3.858854742674721	-2.0291775935304126	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus para_e90	target	6	-6.027293404094013	-11.245893353550665	-0.8718726307808992	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus para_e90	off_score	6	3.54137332935467	1.5797660491429504	5.878045846095151	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus para_e90	forgetting_gap	6	-4.152660326874822	-6.441740495188399	-2.2915830373315402	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus para_e90	target	6	-0.2772643253234719	-0.9242144177449146	0.7085643869377721	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus para_e90	off_score	6	-6.03807387666106	-7.0643184190352635	-4.957281939482339	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus para_e90	forgetting_gap	6	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus para_e90	target	3	3.0487804878048785	0.6097560975609753	6.09756097560976	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus para_e90	off_score	3	1.3544414797463464	1.2207046896499918	1.5071276027466496	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus para_e90	forgetting_gap	3	-1.6992123117723785	-1.8561364614149245	-1.5401237984862253	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus para_e90	target	3	1.3899418751579447	0.833965125094764	1.8195602729340408	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus para_e90	off_score	3	4.263352398419566	0.045114006874754864	8.936697431900527	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus para_e90	forgetting_gap	3	-4.605167585871793	-9.134319162045598	-0.6097560975609753	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus para_e90	target	3	0.18484288354899073	-1.1090573012938876	2.0332717190388223	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus para_e90	off_score	3	-7.176724899385832	-7.829859805204009	-6.54505411851936	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus para_e90	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus para_e90	target	3	-4.2682926829268295	-4.878048780487802	-3.6585365853658587	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus para_e90	off_score	3	3.521934842983356	2.858896727547993	4.151940814891816	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus para_e90	forgetting_gap	3	-4.219319901829777	-4.439475452519869	-4.066543438077633	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus para_e90	target	3	-13.44452868334597	-14.02577710386656	-13.115996967399553	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus para_e90	off_score	3	2.819394260289774	2.4295736257236626	3.3146451190877784	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/metamath	base minus para_e90	forgetting_gap	3	-3.7001530678778525	-3.9334762311798337	-3.242581755804968	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus para_e90	target	3	-0.7393715341959345	-1.1090573012939018	-0.36968576709796963	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus para_e90	off_score	3	-4.899422853936289	-5.616596221683885	-3.815017961631362	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/tulu	base minus para_e90	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus para_e95	target	18	-2.109338714141119	-4.843321729131271	0.3286436583417931	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus para_e95	off_score	18	0.3573972706421864	-1.9406208616337304	2.565392266461155	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
overall	base minus para_e95	forgetting_gap	18	-2.6954382949274827	-3.8038838030804336	-1.546815927275055	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus para_e95	target	9	1.5034500066615197	0.7178028828579355	2.4147263131410486	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus para_e95	off_score	9	-0.3061517834506091	-3.997222816100448	3.3458560764482126	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Qwen3-8B	base minus para_e95	forgetting_gap	9	-2.3212955154378974	-4.4190527747267865	-0.7426997148575909	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus para_e95	target	9	-5.722127434943757	-9.536434817443066	-2.1103827945797837	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus para_e95	off_score	9	1.020946324734982	-1.4326407912962098	3.1401309540885256	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model/Llama-3.1-8B-Instruct	base minus para_e95	forgetting_gap	9	-3.0695810744170675	-4.01695264658131	-1.8219873178194317	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus para_e95	target	6	-0.40650406504065256	-2.0325203252032567	1.7276422764227657	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus para_e95	off_score	6	2.6821223813610757	1.864564653493468	3.4628531173519277	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/magicoder	base minus para_e95	forgetting_gap	6	-3.132090948763785	-3.969831960388588	-2.192146013589332	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus para_e95	target	6	-5.736669193833717	-11.233257518321965	-0.2520849128127467	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus para_e95	off_score	6	3.8768843975233325	2.1234171505192356	6.2655020015099145	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/metamath	base minus para_e95	forgetting_gap	6	-4.406864506047637	-6.799936879000649	-2.4749171750444865	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus para_e95	target	6	-0.184842883548986	-1.3555144793592138	0.8626001232285851	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus para_e95	off_score	6	-5.486814966957849	-7.123313228824206	-3.1567137450403493	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
task/tulu	base minus para_e95	forgetting_gap	6	-0.5473594299710255	-1.6420782899130764	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus para_e95	target	3	1.6260162601626031	0.0	4.268292682926834	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus para_e95	off_score	3	1.7435948890454587	1.2112235627543981	2.5358766311393452	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/magicoder	base minus para_e95	forgetting_gap	3	-2.077321969022814	-2.8925085145910003	-1.5560061791803435	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus para_e95	target	3	2.0217336365933676	1.2130401819560177	2.501895375284292	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus para_e95	off_score	3	4.707363167830349	0.7905245327069679	9.483210855388357	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/metamath	base minus para_e95	forgetting_gap	3	-4.886564577290877	-9.620846670573918	-0.8994184211712763	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus para_e95	target	3	0.8626001232285887	0.18484288354898126	1.8484288354898268	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus para_e95	off_score	3	-7.369413407227635	-7.990635922121882	-6.738731420462528	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Qwen3-8B/tulu	base minus para_e95	forgetting_gap	3	0.0	0.0	0.0	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
model_task/Llama-3.1-8B-Instruct/magicoder	base minus para_e95	target	3	-2.439024390243908	-2.439024390243908	-2.439024390243908	paired source-checkpoint bootstrap; fixed test set; 2000 draws; subgroup CIs descriptive/unadjusted
