base	task	seed	method	checkpoint	magicoder	metamath	tulu	commonsense	target	off_score	forgetting_gap	path
Qwen3-8B	magicoder	43	original_lora	Qwen3-8B/magicoder/seed43	62.80487804878049	82.56254738438211	66.91312384473198	83.80252203736919	62.80487804878049	77.75939775549442	1.985624576956435	
Qwen3-8B	magicoder	43	hns_f4_s1	Qwen3-8B/magicoder/seed43	74.39024390243902	88.77937831690674	71.34935304990758	83.4453448407783	74.39024390243902	81.1913587358642	0.0	
Qwen3-8B	metamath	43	original_lora	Qwen3-8B/metamath/seed43	57.92682926829268	84.00303260045489	67.65249537892791	83.41748043941848	84.00303260045489	69.66560169554636	3.5232856949641636	
Qwen3-8B	metamath	43	hns_f4_s1	Qwen3-8B/metamath/seed43	73.17073170731707	86.8081880212282	72.08872458410352	84.6918197379783	86.8081880212282	76.65042534313297	0.0	
Qwen3-8B	tulu	43	original_lora	Qwen3-8B/tulu/seed43	81.70731707317073	89.15845337376801	66.17375231053605	84.50849771986391	66.17375231053605	85.12475605560088	0.0	
Qwen3-8B	tulu	43	hns_f4_s1	Qwen3-8B/tulu/seed43	80.48780487804879	89.76497346474602	72.45841035120148	84.60833296815858	72.45841035120148	84.9537037703178	0.0	
Qwen3-8B	magicoder	44	original_lora	Qwen3-8B/magicoder/seed44	64.63414634146342	84.07884761182714	68.02218114602587	83.55814378780792	64.63414634146342	78.55305751522032	1.1105054007101292	
Qwen3-8B	magicoder	44	hns_f4_s1	Qwen3-8B/magicoder/seed44	74.39024390243902	89.31008339651251	70.97966728280961	83.48186533343954	74.39024390243902	81.25720533758722	0.0	
Qwen3-8B	metamath	44	original_lora	Qwen3-8B/metamath/seed44	40.853658536585364	84.00303260045489	66.72828096118299	82.96161534896042	84.00303260045489	63.51451828224293	9.522414078114908	
Qwen3-8B	metamath	44	hns_f4_s1	Qwen3-8B/metamath/seed44	67.6829268292683	87.41470811220621	70.60998151571165	84.48500083338453	87.41470811220621	74.25930305945482	0.0	
Qwen3-8B	tulu	44	original_lora	Qwen3-8B/tulu/seed44	84.14634146341463	88.70356330553449	66.91312384473198	84.36361898487202	66.91312384473198	85.73784125127371	0.0	
Qwen3-8B	tulu	44	hns_f4_s1	Qwen3-8B/tulu/seed44	80.48780487804879	88.40030326004549	70.97966728280961	84.53963147881997	70.97966728280961	84.4759132056381	0.0	
Llama-3.1-8B-Instruct	magicoder	43	original_lora	Llama-3.1-8B-Instruct/magicoder/seed43	56.09756097560976	63.76042456406369	48.059149722735675	71.00868972615606	56.09756097560976	60.942754670985146	4.810357152723857	
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	Llama-3.1-8B-Instruct/magicoder/seed43	55.487804878048784	68.6125852918878	57.301293900184845	72.17000293023685	55.487804878048784	66.02796070743649	1.6019716574245209	
Llama-3.1-8B-Instruct	metamath	43	original_lora	Llama-3.1-8B-Instruct/metamath/seed43	53.65853658536586	75.05686125852918	57.301293900184845	63.77376191024572	75.05686125852918	58.24453079859881	4.1412850322109165	
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	Llama-3.1-8B-Instruct/metamath/seed43	53.65853658536586	78.39272175890827	61.367837338262476	71.85118758170628	78.39272175890827	62.292520501778206	0.24645717806531073	
Llama-3.1-8B-Instruct	tulu	43	original_lora	Llama-3.1-8B-Instruct/tulu/seed43	64.02439024390245	64.89764973464746	62.84658040665434	73.77639264331081	62.84658040665434	67.56614420728691	0.0	
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	Llama-3.1-8B-Instruct/tulu/seed43	63.41463414634146	67.24791508718727	65.24953789279112	72.39501806149278	65.24953789279112	67.68585576500716	0.0	
Llama-3.1-8B-Instruct	magicoder	44	original_lora	Llama-3.1-8B-Instruct/magicoder/seed44	53.65853658536586	65.50416982562547	50.27726432532348	71.2165234496967	53.65853658536586	62.33265253354855	4.001707710681046	
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	Llama-3.1-8B-Instruct/magicoder/seed44	53.65853658536586	69.74981046247157	58.04066543438078	71.9614516023422	53.65853658536586	66.58397583306486	1.3555144793592102	
Llama-3.1-8B-Instruct	metamath	44	original_lora	Llama-3.1-8B-Instruct/metamath/seed44	55.487804878048784	74.45034116755117	59.33456561922365	64.11415579316244	74.45034116755117	59.64550876347829	3.3500631648924064	
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	Llama-3.1-8B-Instruct/metamath/seed44	53.65853658536586	78.99924184988627	61.92236598890942	71.91343661293956	78.99924184988627	62.49811306240495	0.06161429451632946	
Llama-3.1-8B-Instruct	tulu	44	original_lora	Llama-3.1-8B-Instruct/tulu/seed44	64.02439024390245	59.36315390447309	62.10720887245841	73.70140145924779	62.10720887245841	65.6963152025411	1.0108668182966885	
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	Llama-3.1-8B-Instruct/tulu/seed44	62.80487804878049	64.0636846095527	64.87985212569316	71.7563346699031	64.87985212569316	66.2082991094121	0.0	
Llama-3.1-8B-Instruct	magicoder	42	original_lora	Llama-3.1-8B-Instruct/magicoder/seed42	53.65853658536586	56.40636846095527	55.45286506469501	69.10028349871595	53.65853658536586	60.319839008122074	4.97838274735341	
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	Llama-3.1-8B-Instruct/magicoder/seed42	54.87804878048781	63.60879454131918	60.44362292051756	70.32626654200732	54.87804878048781	64.79289466794802	0.9096738148461441	
Llama-3.1-8B-Instruct	metamath	42	original_lora	Llama-3.1-8B-Instruct/metamath/seed42	54.268292682926834	77.10386656557998	54.34380776340111	65.03916506071839	77.10386656557998	57.883755169015444	4.705312694314604	
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	Llama-3.1-8B-Instruct/metamath/seed42	61.58536585365854	80.66717210007582	58.78003696857671	69.64851425192025	80.66717210007582	63.33797235805182	1.6901198955221186	
Llama-3.1-8B-Instruct	tulu	42	original_lora	Llama-3.1-8B-Instruct/tulu/seed42	63.41463414634146	56.785443517816525	63.21626617375231	71.27823483564126	63.21626617375231	63.82610416659975	1.907926013503425	
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	Llama-3.1-8B-Instruct/tulu/seed42	62.80487804878049	66.03487490523123	64.87985212569316	70.40657795092362	64.87985212569316	66.41544363497844	0.3283746945604283	
Qwen3-8B	magicoder	42	para_e90	Qwen3-8B/magicoder/seed42	64.02439024390245	84.1546626231994	66.17375231053605	83.7726879277033	64.02439024390245	78.03370095381291	1.701376675415986	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed42/para_e90
Qwen3-8B	magicoder	42	para_e95	Qwen3-8B/magicoder/seed42	66.46341463414635	83.85140257771039	66.91312384473198	83.70938219126039	66.46341463414635	78.15796953790091	1.5560061791803435	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed42/para_e95
Qwen3-8B	magicoder	42	para_e99	Qwen3-8B/magicoder/seed42	65.85365853658537	83.69977255496588	65.06469500924214	83.78686254449288	65.85365853658537	77.51711003623363	2.2226924652584614	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed42/para_e99
Qwen3-8B	metamath	42	para_e90	Qwen3-8B/metamath/seed42	64.63414634146342	84.91281273692191	70.97966728280961	83.07506042919832	84.91281273692191	72.89629135115712	0.6097560975609753	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed42/para_e90
Qwen3-8B	metamath	42	para_e95	Qwen3-8B/metamath/seed42	65.2439024390244	84.53373768006065	68.20702402957485	83.00171600737546	84.53373768006065	72.1508808253249	0.8994184211712763	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed42/para_e95
Qwen3-8B	metamath	42	para_e99	Qwen3-8B/metamath/seed42	65.2439024390244	84.07884761182714	67.09796672828097	83.20188665786577	84.07884761182714	71.84791860839037	1.2691041882692389	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed42/para_e99
Qwen3-8B	tulu	42	para_e90	Qwen3-8B/tulu/seed42	84.7560975609756	89.38589840788475	70.79482439926062	84.23281028489723	70.79482439926062	86.12493541791919	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed42/para_e90
Qwen3-8B	tulu	42	para_e95	Qwen3-8B/tulu/seed42	84.14634146341463	88.55193328279	69.13123844731977	84.32357072923638	69.13123844731977	85.67394849181368	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed42/para_e95
Qwen3-8B	tulu	42	para_e99	Qwen3-8B/tulu/seed42	85.36585365853658	88.70356330553449	67.65249537892791	84.32636185627968	67.65249537892791	86.13192627345025	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed42/para_e99
Qwen3-8B	magicoder	43	para_e90	Qwen3-8B/magicoder/seed43	60.36585365853659	83.32069749810462	66.54343807763401	83.72206091798738	60.36585365853659	77.86206549790866	1.8561364614149245	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed43/para_e90
Qwen3-8B	magicoder	43	para_e95	Qwen3-8B/magicoder/seed43	62.19512195121951	83.16906747536012	63.58595194085028	83.74492999233749	62.19512195121951	76.83331646951596	2.8925085145910003	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed43/para_e95
Qwen3-8B	magicoder	43	para_e99	Qwen3-8B/magicoder/seed43	64.02439024390245	82.94162244124337	65.80406654343808	83.69493120392087	64.02439024390245	77.48020672953412	2.2289519917673175	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed43/para_e99
Qwen3-8B	metamath	43	para_e90	Qwen3-8B/metamath/seed43	56.09756097560976	84.23047763457164	67.8373382624769	83.46457956655871	84.23047763457164	69.13315960154846	4.071427498008805	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed43/para_e90
Qwen3-8B	metamath	43	para_e95	Qwen3-8B/metamath/seed43	57.92682926829268	83.24488248673238	65.80406654343808	83.5482579161777	83.24488248673238	69.09305124263615	4.139428640127439	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed43/para_e95
Qwen3-8B	metamath	43	para_e99	Qwen3-8B/metamath/seed43	59.14634146341463	83.85140257771039	68.57670979667283	83.43032137028953	83.85140257771039	70.38445754345899	2.808710157341873	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed43/para_e99
Qwen3-8B	tulu	43	para_e90	Qwen3-8B/tulu/seed43	82.92682926829268	88.93100833965126	70.0554528650647	84.49317155350397	70.0554528650647	85.4503363871493	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed43/para_e90
Qwen3-8B	tulu	43	para_e95	Qwen3-8B/tulu/seed43	81.70731707317073	88.855193328279	69.50092421441775	84.53891069808338	69.50092421441775	85.03380703317771	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed43/para_e95
Qwen3-8B	tulu	43	para_e99	Qwen3-8B/tulu/seed43	82.3170731707317	89.46171341925702	67.09796672828097	84.44159175469507	67.09796672828097	85.40679278156126	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed43/para_e99
Qwen3-8B	magicoder	44	para_e90	Qwen3-8B/magicoder/seed44	65.85365853658537	82.78999241849885	68.02218114602587	83.63329166849122	65.85365853658537	78.14848841100532	1.5401237984862253	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed44/para_e90
Qwen3-8B	magicoder	44	para_e95	Qwen3-8B/magicoder/seed44	65.85365853658537	83.16906747536012	66.91312384473198	83.57433456214594	65.85365853658537	77.88550862741268	1.7834512132970985	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed44/para_e95
Qwen3-8B	magicoder	44	para_e99	Qwen3-8B/magicoder/seed44	65.85365853658537	83.09325246398787	67.28280961182995	83.58548325082117	65.85365853658537	77.98718177554632	1.6854942947218632	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/magicoder/seed44/para_e99
Qwen3-8B	metamath	44	para_e90	Qwen3-8B/metamath/seed44	41.46341463414634	83.92721758908263	67.28280961182995	83.26789953241774	83.92721758908263	64.00470792613135	9.134319162045598	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed44/para_e90
Qwen3-8B	metamath	44	para_e95	Qwen3-8B/metamath/seed44	39.63414634146341	83.39651250947688	67.65249537892791	83.08794178753921	83.39651250947688	63.458194502643515	9.620846670573918	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed44/para_e95
Qwen3-8B	metamath	44	para_e99	Qwen3-8B/metamath/seed44	41.46341463414634	84.23047763457164	66.35859519408503	83.09302972431163	84.23047763457164	63.63834651751433	9.442390634627237	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/metamath/seed44/para_e99
Qwen3-8B	tulu	44	para_e90	Qwen3-8B/tulu/seed44	81.09756097560977	89.0068233510235	67.65249537892791	84.41600486707038	67.65249537892791	84.84012973123454	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed44/para_e90
Qwen3-8B	tulu	44	para_e95	Qwen3-8B/tulu/seed44	85.36585365853658	89.08263836239576	67.8373382624769	84.40864258357888	67.8373382624769	86.28571153483706	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed44/para_e95
Qwen3-8B	tulu	44	para_e99	Qwen3-8B/tulu/seed44	83.53658536585365	88.77937831690674	68.20702402957485	84.38251972383807	68.20702402957485	85.56616113553282	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Qwen3-8B/tulu/seed44/para_e99
Llama-3.1-8B-Instruct	magicoder	42	para_e90	Llama-3.1-8B-Instruct/magicoder/seed42	56.70731707317073	57.16451857467779	56.74676524953789	69.52755899753531	56.70731707317073	61.146280940583665	4.151940814891826	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed42/para_e90
Llama-3.1-8B-Instruct	magicoder	42	para_e95	Llama-3.1-8B-Instruct/magicoder/seed42	54.87804878048781	56.861258529188774	58.41035120147874	69.19636208743836	54.87804878048781	61.489323939368624	3.808897816106864	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed42/para_e95
Llama-3.1-8B-Instruct	magicoder	42	para_e99	Llama-3.1-8B-Instruct/magicoder/seed42	53.65853658536586	56.785443517816525	55.637707948244	69.252910704538	53.65853658536586	60.55868739019951	4.739534365275982	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed42/para_e99
Llama-3.1-8B-Instruct	metamath	42	para_e90	Llama-3.1-8B-Instruct/metamath/seed42	56.09756097560976	76.42153146322971	56.37707948243993	65.32140273108388	76.42153146322971	59.26534772971119	3.9334762311798337	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/metamath/seed42/para_e90
Llama-3.1-8B-Instruct	metamath	42	para_e95	Llama-3.1-8B-Instruct/metamath/seed42	54.87804878048781	76.57316148597423	55.45286506469501	65.30399231607448	76.57316148597423	58.5449687204191	4.247351175431272	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/metamath/seed42/para_e95
Llama-3.1-8B-Instruct	metamath	42	para_e99	Llama-3.1-8B-Instruct/metamath/seed42	54.268292682926834	76.95223654283548	54.89833641404805	64.98996310709705	76.95223654283548	58.05219740135732	4.536870461972735	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/metamath/seed42/para_e99
Llama-3.1-8B-Instruct	tulu	42	para_e90	Llama-3.1-8B-Instruct/tulu/seed42	62.80487804878049	63.30553449583017	63.21626617375231	71.56112212449537	63.21626617375231	65.89051155636868	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/tulu/seed42/para_e90
Llama-3.1-8B-Instruct	tulu	42	para_e95	Llama-3.1-8B-Instruct/tulu/seed42	63.41463414634146	52.91887793783169	64.87985212569316	71.01610871665791	64.87985212569316	62.44987360027702	3.2841565798261527	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/tulu/seed42/para_e95
Llama-3.1-8B-Instruct	tulu	42	para_e99	Llama-3.1-8B-Instruct/tulu/seed42	62.80487804878049	64.29112964366944	63.03142329020333	71.26043516739895	63.03142329020333	66.11881428661628	0.043755622401983864	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/tulu/seed42/para_e99
Llama-3.1-8B-Instruct	magicoder	43	para_e90	Llama-3.1-8B-Instruct/magicoder/seed43	56.09756097560976	65.04927975739196	48.98336414048059	71.19712040902311	56.09756097560976	61.74325476896522	4.439475452519869	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed43/para_e90
Llama-3.1-8B-Instruct	magicoder	43	para_e95	Llama-3.1-8B-Instruct/magicoder/seed43	54.87804878048781	64.5185746777862	49.53789279112754	71.01465982324036	54.87804878048781	61.690375764051375	4.315452764231803	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed43/para_e95
Llama-3.1-8B-Instruct	magicoder	43	para_e99	Llama-3.1-8B-Instruct/magicoder/seed43	54.87804878048781	63.76042456406369	48.428835489833645	71.02156756194687	54.87804878048781	61.07027587194807	4.682835951760933	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed43/para_e99
Llama-3.1-8B-Instruct	metamath	43	para_e90	Llama-3.1-8B-Instruct/metamath/seed43	54.268292682926834	75.5117513267627	58.04066543438078	63.68504182273627	75.5117513267627	58.66466664668129	3.924401216648756	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/metamath/seed43/para_e90
Llama-3.1-8B-Instruct	metamath	43	para_e95	Llama-3.1-8B-Instruct/metamath/seed43	54.268292682926834	75.43593631539045	58.225508317929766	63.64061250985944	75.43593631539045	58.711471170238674	3.8775966930913697	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/metamath/seed43/para_e95
Llama-3.1-8B-Instruct	metamath	43	para_e99	Llama-3.1-8B-Instruct/metamath/seed43	53.65853658536586	74.90523123578468	57.48613678373382	63.716605870081246	74.90523123578468	58.28709307972698	4.098722751082749	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/metamath/seed43/para_e99
Llama-3.1-8B-Instruct	tulu	43	para_e90	Llama-3.1-8B-Instruct/tulu/seed43	63.41463414634146	64.89764973464746	62.84658040665434	73.71416003870388	62.84658040665434	67.34214797323094	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/tulu/seed43/para_e90
Llama-3.1-8B-Instruct	tulu	43	para_e95	Llama-3.1-8B-Instruct/tulu/seed43	62.19512195121951	64.2153146322972	62.47689463955638	73.60940938830642	62.47689463955638	66.67328199060772	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/tulu/seed43/para_e95
Llama-3.1-8B-Instruct	tulu	43	para_e99	Llama-3.1-8B-Instruct/tulu/seed43	64.02439024390245	63.98786959818044	64.51016635859519	73.85522344999619	64.51016635859519	67.28916109735968	0.0	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/tulu/seed43/para_e99
Llama-3.1-8B-Instruct	magicoder	44	para_e90	Llama-3.1-8B-Instruct/magicoder/seed44	57.3170731707317	65.95905989385898	49.90757855822551	71.451336631698	57.3170731707317	62.43932502792749	4.066543438077633	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed44/para_e90
Llama-3.1-8B-Instruct	magicoder	44	para_e95	Llama-3.1-8B-Instruct/magicoder/seed44	54.87804878048781	65.27672479150873	48.79852125693161	71.48380177748876	54.87804878048781	61.853015941976366	4.4362292051756	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed44/para_e95
Llama-3.1-8B-Instruct	magicoder	44	para_e99	Llama-3.1-8B-Instruct/magicoder/seed44	54.268292682926834	66.79302501895376	48.79852125693161	71.37673692641862	54.268292682926834	62.32276106743466	4.44121757457103	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_baselines_para_spectral_surgery/para/adapters/Llama-3.1-8B-Instruct/magicoder/seed44/para_e99
